-0.000225276326508557+0.000295979817436184i,-6.67935178973398e-05+-0.000219438110802293i,0.00015339604940009+-0.000180699353809909i,-0.000140976358674105+-0.000226225063081874i,-7.14421857941483e-05+-7.82613124865335e-05i,9.29360281383628e-05+-0.00016022729845854i,0.000407977705580625+3.12755571681377e-05i,1.14586541130157e-05+-0.000109376362952265i
0.000141788408989607+0.000245314809327372i,9.6335413799788e-06+9.408000384929e-05i,-0.000613606673805726+9.35070397807251e-05i,0.000159671116489684+0.000223432140253674i,-0.000109683253787843+-0.000198063567943759i,-0.000106764784092537+-0.000245696427766485i,-1.36845490875151e-05+-0.0001458048415814i,-5.10326089960922e-05+-8.3790474019359e-05i
-4.96594126967865e-05+0.000165373062460464i,3.92555748294421e-05+0.000273013899907326i,0.00017137431528289+-5.48075030719896e-06i,-0.000159541702588757+-7.46035408700332e-05i,0.000220946100466383+-0.000306118419055874i,7.87891746910543e-05+5.21704159315722e-05i,-0.000766649966920904+0.000129804955980725i,0.000123346617448424+0.000190768301207453i
-9.8419761333711e-05+0.000103078345346732i,-4.68762849994218e-05+-6.10313735145812e-05i,0.000809104599066214+-1.86708183877831e-05i,0.000106859422271176+4.22196329724618e-05i,-0.000144003116393674+-0.000338068961165898i,-3.33729043866404e-05+0.000325262962031177i,0.000232633943640003+-8.41983737310963e-05i,-0.000201740621312869+-0.000152938311041819i
0.000172442882061139+-6.16740256094014e-05i,1.98980800673735e-05+-0.000385644123267379i,-0.000194601774810535+1.64283761040728e-05i,-9.45754916071953e-06+9.91937548377772e-05i,-6.89423279710843e-06+-0.000279076129013103i,1.43035809189586e-05+-7.49984006123062e-05i,0.000759464644095713+9.92256338450486e-05i,0.000239291393113777+0.000232408886123106i
-5.97893537751359e-05+-0.000310570254098762i,-8.16977896851021e-07+3.12401980611449e-05i,-0.000685717239769391+-0.000104650010831394i,-8.94512648643297e-05+-0.000178665610960048i,0.000102445876221276+-0.000239308268777434i,-3.5700386348718e-05+-0.00039389988713758i,-0.000137428961900305+-0.000131316189196532i,-0.000217933568123233+-3.02688657822543e-05i
-6.85897090360725e-05+-0.000418544469835916i,2.02253348252107e-05+0.000314201327112955i,0.000144799598075679+0.00021981787405728i,0.000156228570056391+0.000123227199712222i,-0.000126754457405536+-0.000224413461540002i,6.71122551332191e-05+-3.01563549269764e-05i,-0.000623862318918294+1.03640296981443e-05i,0.000160107470655185+-1.50452174556563e-05i
0.00015459693613442+-0.000366438132215968i,-6.63735378120082e-05+5.0351138070186e-05i,0.000585901764318136+-0.000150446620964846i,-0.000191465669035733+-0.000124793678811038i,2.05067312556733e-06+-6.06000952459176e-05i,-7.03505972582227e-05+0.000248961632836101i,0.000226313333595031+0.000169431889759001i,-9.49183416721506e-05+9.02457712171854e-05i
-0.000148064834754283+-0.000349090643936947i,0.000105012574811542+-0.000223139942702304i,-0.000326740609233555+-9.72165222216849e-06i,0.000208659620480992+5.00386634799579e-05i,6.71381051354046e-05+0.000123577361276368i,3.70866987530557e-05+0.00010861976443251i,0.00058446411435413+-0.000203402357762739i,2.78658320628704e-05+-0.000153211430417717i
8.97588201634364e-08+-0.000343905278888364i,-0.000113813877394008+-0.000139947370720069i,-0.000616942875454587+0.000115133576420417i,-0.000203344883058767+6.79742107868327e-05i,-0.000136056765657111+0.000198657226245522i,1.38750579192142e-05+-0.000154161756092382i,-0.000417387673173571+0.000151061461046827i,4.5862174958969e-05+0.000162290169971112i
8.4680350181372e-05+-0.000246062442246144i,9.21453072117357e-05+0.000170786644320293i,0.000504767849996094+-0.000197214772735598i,0.000168212717236348+-0.000182873443351695i,0.000142837082013875+0.000217858637524275i,-5.88259690167141e-05+-0.000128635343456163i,-0.00064272702172112+-6.82095703113807e-05i,-0.000109545802178276+-8.51730790548203e-07i
-8.13261525202871e-05+-3.81632441000061e-05i,-5.5344478847383e-05+0.000180869274888779i,0.000622008782537848+0.000227266946335249i,-0.000122631619605341+4.94194762309624e-05i,-2.32574290812269e-05+0.000227144297991447i,8.23867899125732e-05+0.000190998855699467i,0.000557208414184423+-8.43922742573448e-05i,0.000151613573989966+-0.000112449529224793i
3.62227220488824e-05+0.000153897162857345i,2.26824812010973e-05+-0.000218355153302132i,-0.000559805052001839+-0.000117752532049417i,7.1851533071033e-05+1.12981412772019e-05i,-0.000101122040497138+0.000224547618771335i,-8.53153906903327e-05+0.000188622406594712i,0.000570435936878778+0.00023872329200252i,-0.000183830512903348+7.70928998899387e-05i
7.21694007400328e-05+0.000238297918596663i,-9.51369867315385e-07+-0.000242562141814569i,-0.000523437544137612+-8.23538231822095e-05i,-6.41809703015742e-06+3.03794802944093e-06i,7.81224803339275e-05+0.000194235182838432i,8.02915649200574e-05+-0.000228700491260026i,-0.000516488385243027+-0.000258174378724262i,0.000204201321211418+-3.17018991557657e-05i
-0.000143208639993658+0.000264962735015152i,-1.71553938232727e-05+0.000187106648748954i,0.000465894844954754+0.000237670423445478i,-7.24456596005878e-05+7.69585881770429e-05i,5.89498822923498e-05+0.000160547074073339i,-7.53168578033747e-05+-0.000252776252136556i,-0.000486919364756616+0.000122918340227366i,-0.000198774342893342+0.000135231799592196i
6.96669356181891e-05+0.000283363877328289i,3.8887372048116e-05+0.000245159231543719i,0.00043658485804696+-0.000225674755644448i,0.000150977187519813+-0.000210112500786641i,-0.000177068359338698+7.21125739331164e-05i,6.59276727705926e-05+0.000112812763057852i,0.000465251101203083+8.70987731192951e-05i,0.000158126034878459+6.60363515816346e-05i
8.25610555380295e-05+0.000290617824191518i,-5.64245119490142e-05+-2.21709241099661e-05i,-0.000533235936850346+6.80825877168215e-05i,-0.000214459342068167+4.36066383429195e-05i,0.000185237921381547+-8.47441084860506e-05i,-4.66247505444606e-05+0.000203374872205278i,0.00036026508651225+-0.000170344796519654i,-8.45687823699499e-05+-0.00010305141590434i
-0.000180283906652171+0.000207840536296951i,6.28476193841007e-05+-0.000174198785811091i,-0.000297595531320812+1.54912282956769e-05i,0.000238739254824125+-5.9391663472237e-05i,-5.80358091431547e-05+-0.000231068990235554i,2.89512692341995e-05+5.27915790261016e-06i,-0.000624435786459535+0.000110439248342695i,-1.19674341608408e-05+0.000121606653512038i
0.000171052231405493+9.30646130265215e-05i,-7.33524369601838e-05+-6.24258409309154e-05i,0.000682000046471652+-1.22294370273967e-05i,-0.000197360737724163+-8.40637138873547e-05i,-0.000135199618458292+-0.000316530999955051i,-1.98540817219385e-05+-0.000215392928618587i,-0.000284649992425362+-0.000115589126986954i,0.00010024812054211+-0.000135669657901189i
-5.38363281507579e-06+-7.5824497037073e-06i,9.87184926534381e-05+0.000205456449650992i,0.000319311937468305+0.000130279146712542i,0.000127298361471399+0.000164667807821111i,0.000180585327510906+-0.000382017799797003i,-1.29259375301905e-06+-9.86223360940393e-05i,0.000702040752357245+0.000146077400117148i,-0.000149980848350867+-3.75016899846988e-06i
-0.000223153510470888+-3.74727482809572e-05i,-0.000115426020678239+0.000145539866152852i,-0.000705813343810827+-0.000239186213552609i,-6.33042317390424e-05+-7.33695738857154e-05i,-4.41394617756613e-05+-0.000371488668923679i,5.57487397738462e-05+0.000254540960283451i,0.000365759244524973+3.5785990683082e-05i,0.000162844851080229+6.01961595190265e-05i
0.000228514111060897+-0.000152656618407412i,8.73035583280295e-05+-0.000241678033057271i,-0.000381976526519001+7.92660622262098e-05i,1.65858757877132e-05+0.000104515879201362i,-0.000137328334157097+-0.00026139046828987i,-0.000126643399167333+0.00016471236025174i,-0.000698450890896093+-0.000192402901995248i,-0.00016272097830366+-0.000104952235465893i
7.78649016895291e-06+-0.000264586550435095i,-1.25132815753666e-05+-0.000182583259170831i,0.000667388907576679+4.12473489693291e-05i,2.51022275140479e-05+3.13263896794812e-05i,0.00023281357001347+-0.000115443159164601i,0.000168364353627064+-0.000254383224961867i,-0.000366361599030314+0.000109440205999898i,0.000164353834926465+0.000174521893660165i
-0.00023038746990685+-0.000314019212732637i,-6.66546892442394e-05+0.000167068497290203i,0.000362058863545886+-1.05178954946838e-05i,-7.86866229261409e-05+-0.000136594361339599i,-0.000183863108400816+6.35660446718978e-05i,-0.000158586638170398+-0.000157678247882406i,0.000610404368162344+-9.86919560183104e-05i,-0.0001666281951425+-9.30367313015393e-05i
