3.67192335780945e-05+0.000144626057676145i,-1.05557897652381e-05+-6.66965593428464e-05i,0.000105302185956538+8.58464981186751e-05i,-5.65195705013624e-06+-0.000277453179064649i,0.000369264409801106+0.000339404376861672i,-0.000289298983497092+-7.57836476064429e-05i,2.60084957428542e-06+-4.47365003844366e-05i,0.000234804348823298+-0.000257006716286434i
0.000218716799016222+0.000394395070586656i,-7.60018142757318e-05+0.000102578258566326i,-1.75026492026814e-05+0.00011148811175488i,0.000210731890703347+6.45227014982733e-05i,-0.000203110351669213+-0.000186196073809306i,0.000197677135222924+2.32695736202962e-06i,0.000118167662595951+-4.28324698292999e-06i,0.000131734016780569+0.000326767890449892i
-0.00010252214794384+-0.000291973852152052i,0.000205308361181795+-7.05737006761874e-05i,-0.000112338379892294+6.18895702884071e-05i,0.000156611130079762+0.000220440396090381i,-0.000291475842176538+-0.000266496243236205i,-0.000212827482116397+7.80307048467311e-05i,-3.56533340062605e-05+9.84423146051384e-06i,2.56638831295684e-05+-0.000337664071492919i
-0.000240085955430882+-0.000110740194953245i,-0.000273937119988959+-1.82204923067547e-05i,5.05329694191863e-05+9.27652541801583e-05i,0.000230895977175892+-0.000423105491728792i,0.000136886602049136+0.00030329396171278i,3.3037084699991e-06+-0.000109646686177508i,-9.21960587998996e-05+7.33871344338528e-06i,-4.60463928364754e-05+2.20609006995724e-05i
0.0001211453710911+0.000341564511513655i,0.000221501505480154+0.00010874431988811i,5.44065764496535e-05+5.85022312234416e-05i,0.000127864111082379+0.000314595878749362i,0.00021552780654489+-0.000145338352694658i,7.9621232486016e-05+5.40133739832298e-05i,6.18558602943157e-05+9.25816832524333e-05i,-0.000180700130476607+0.000287147991246567i
0.000272399873423627+-0.000251597563900126i,-0.000140547507346843+-0.000114008534546965i,-6.5187044325455e-05+2.5589231867307e-05i,3.37327272889482e-05+-1.48219405817066e-05i,-0.000140260947602737+-0.000239117782496463i,-0.000227476469893945+6.7845157959996e-05i,1.90299662571228e-06+4.07814119551925e-05i,-0.000148389728622303+-0.000444281694363689i
-0.000231146753596567+-5.7185807010788e-05i,-5.11493476086234e-05+1.25871164295047e-06i,5.1274748994071e-05+6.01728467133053e-05i,-1.20146263430116e-05+-0.000289934023469864i,-0.000252558313720043+0.000289481264778528i,0.000204441035845155+-0.000135200673816721i,-6.02075724655239e-05+8.88700010379913e-05i,-0.00023111367445204+0.000314554623829655i
-0.000180140963700977+0.000152750769856918i,7.94635172969256e-05+0.000108780168705027i,6.69242303879451e-05+-1.77486106708983e-05i,-0.000175329538595994+0.000382376641816655i,0.000211500333767836+-0.000104083403784667i,-0.000150314342705642+7.91830630772821e-05i,7.57029541324408e-05+0.000109399294425695i,-0.000102748593572405+-6.27585257245746e-05i
0.000258426676463994+-0.000287697441247065i,-0.000160047943811851+-0.000136079244404245i,-6.51566983569762e-05+-4.29968393579837e-05i,-4.04768171714759e-05+-0.000345818798132892i,0.000136961960183029+-7.29703009160831e-05i,0.000140698661341791+4.41862816191692e-05i,3.88358068485578e-05+6.76603332566708e-05i,-5.57064987977996e-05+-0.000186183187234531i
0.000172283375590654+0.000106458750135621i,0.000200062681708587+2.79737350278659e-05i,3.7992654729345e-05+-1.87440264816139e-05i,-0.000164020438169903+9.2637300823104e-05i,-0.000282149194688856+0.000312259427320136i,-5.76205649075125e-05+-0.00015093764834974i,-4.98933596661833e-05+7.37460946018194e-05i,-4.78163907632525e-05+0.000347348992337691i
-0.000376370108620733+0.000363667611519711i,-0.000241235624532449+0.00014092646229147i,1.40148764529637e-05+-7.62221136138712e-05i,-0.000111312690620268+0.000132926269658103i,1.98967612246896e-05+-0.000335514682054453i,-2.33947080150384e-06+8.31886413651836e-05i,0.000102827573947813+8.69475902879197e-05i,9.971893057403e-05+-0.000268489764660545i
-0.000165169619253655+-0.000268360096040767i,0.000262428523912806+-0.000115739559035956i,-0.000143592610653678+-7.07355684655192e-05i,-4.14975727051259e-05+-0.000277560727963928i,0.000265531925896299+-0.000136409010214755i,0.000159302310095593+0.000112892829724886i,-1.5383863201555e-05+1.59657318660602e-05i,7.20275317180912e-05+0.000128537022740825i
0.000318433755784868+2.34439343598028e-05i,-0.000141882686080899+-6.31130308903917e-05i,2.99743217929848e-06+-6.06037692560022e-05i,-3.8860839953065e-05+0.000309979360254589i,5.75494632077827e-05+0.000299991373130012i,-0.000282915028378957+-0.000121338490943149i,-0.000170540086122719+4.70562088514293e-05i,0.000158496663041017+0.000122397404879588i
-9.20095368647863e-05+0.000129399729026696i,3.11343436762952e-06+0.000103636557516392i,0.000198784993893754+-0.000122812339104766i,8.52736503886028e-05+-0.000147199104659134i,-0.000186437827051153+-0.000187525705105461i,0.000291572299726313+-1.78896131031508e-05i,-2.53513243849873e-05+-1.5022942106669e-05i,0.000132816810305276+-0.000314601920523322i
-0.000349047179959917+-0.000346551304196694i,0.000132276889820744+-1.18273196307979e-05i,4.50291311967972e-05+-5.87927204572034e-05i,0.000112134520804637+-9.98008583402187e-05i,2.69373485322742e-05+1.70680342465516e-05i,-0.000309091607008567+7.8438863038945e-05i,0.000209023943800893+-6.06886452142008e-05i,7.28722272339853e-05+0.000363778328739242i
0.000120866680609729+0.000257439071755155i,-0.000324398804033606+-5.45773649844179e-05i,-0.000195935218379469+-9.25008334090033e-05i,0.000122403641796408+0.000347311546224953i,0.00039714690400391+0.000251793939064132i,0.000157116908868814+-3.09721828208049e-05i,5.09155966111926e-05+-8.94431440917552e-06i,2.07100133756772e-05+-0.000228025372600133i
0.000269871201550564+0.000153099921272249i,0.000258261321394196+4.54922176839876e-05i,-3.48989160212531e-05+-8.85507498725712e-05i,0.000163601715160596+-0.000421032046218524i,-8.82894894650466e-05+-0.00038577588319076i,3.88720273569769e-05+-3.44679391492648e-05i,-0.000159551770428007+-7.70764167655386e-05i,-4.93353865598144e-05+-7.62784952077219e-05i
-0.000204063842803326+-0.000438789636476306i,-0.000253049845291358+1.40837715515516e-05i,0.000107416980823449+-3.86514302870581e-05i,0.000138523653184786+0.000251634449023484i,-0.000177002163292462+6.74993665951225e-05i,-5.57991551247766e-05+6.88630732521703e-05i,1.07984936506189e-05+-4.44939179248881e-05i,-0.000211409045282407+0.000314878810195238i
