8.59911075931288e-05+0.000394678179716354i,-7.24393628560715e-05+-0.000297573051935127i,-0.000213914097830229+0.000329017117847676i,0.00129555245470233+0.00022845910906661i,1.41874102313051e-05+-0.00135582448969693i,8.02889131707316e-05+-6.88586626252372e-05i,7.77014625248667e-05+-7.82348218924006e-05i,0.000319855310375992+0.000184655439098951i
-4.66972760078002e-05+-0.00106042830980906i,6.2875488698745e-05+0.000263991810127286i,0.000112474421430586+-8.10945831654422e-05i,0.000869243530382361+0.000233599291760129i,3.09107134252273e-05+-0.00114182974651985i,3.2758968759125e-05+-0.000147014515097986i,-0.000214729589912329+0.000342109386837365i,0.000763099877483262+-6.7460629930861e-05i
-8.1520955268788e-06+-0.00149220704023604i,-3.36663569302444e-06+-8.22399251167034e-05i,8.02016274967199e-05+-0.000281709405732233i,-4.21497304566397e-05+-0.000202640157038479i,-2.51055173668123e-05+-0.000779899752320622i,-7.67239772194234e-05+0.000238066838903839i,0.000227143305917258+-0.000251243313181458i,0.0021405429975466+-0.000183849041577067i
1.39088774290934e-05+-0.0017435577523221i,-8.22787412974533e-05+-4.03395296784249e-05i,-0.000226179336394478+0.000383532381840245i,-0.00259261982095046+-0.000427929552523831i,5.00396109315375e-06+0.000442274276354387i,5.34515236498965e-05+-0.000183673608108164i,-0.000132218897063297+-0.000124944041339152i,0.000911993480997614+8.95690940755492e-05i
1.32605692676475e-05+-0.000645084605339262i,0.000113823789138905+7.6442083316402e-05i,0.000259964577356495+-9.29809118550144e-05i,-0.00142707465786752+-0.000176894061283346i,1.66637793202458e-05+0.000800589150959667i,5.7998614319599e-05+0.000140983379207194i,-9.37576332071295e-05+0.000401758803356797i,-0.00141322609434375+0.000372391746034399i
-5.83911749699625e-05+-8.20223470511949e-05i,1.79486642520488e-05+-0.000149801404949203i,-0.000129398383321134+-0.000281608704942429i,-0.000619978895623517+0.00027078396803346i,-7.47560404251223e-07+0.00134508628666125i,-0.00013419257013418+-0.000131656729782996i,0.000235721704792187+-0.000283589294448227i,-0.000804868857397316+0.000272790009301649i
7.05354295531058e-05+0.0011931610102816i,-9.14895512488361e-05+0.000249963145989769i,-6.72429146272204e-05+0.000370570870497033i,-0.000216603487370628+0.000293380682704782i,-5.0374679796576e-05+0.000728243164625133i,3.64349429488253e-05+1.00639052910983e-05i,-0.000306036622731009+-6.86314373259023e-05i,-0.00200367741672695+-8.44726376916991e-05i
-2.70558601919191e-05+0.00140834853734608i,8.53857956844876e-05+-0.000193603896169859i,0.000290398321132329+-0.000151128108573622i,0.00253665105560388+-1.94729824660364e-05i,7.75799584241502e-05+-0.000124399123644673i,4.36169401268005e-05+0.000168891321626173i,0.000160501893604075+0.000327585812668803i,-0.000793419388299392+-0.000204269910160934i
-3.78065540385012e-05+0.00167238502305605i,2.09949564358534e-05+6.52307690641885e-05i,-0.000325654351328494+-0.000180727597073615i,0.0011385757792788+-0.00015775093486444i,-7.71626989459516e-05+-0.0013602521553987i,-9.29242281501062e-05+-0.000246333752935474i,7.0837831077131e-05+-0.000297692512744402i,0.00187743627003007+5.44791441436543e-05i
9.83286098611918e-05+0.000381355990800915i,-6.51117988043575e-05+0.000114812565288653i,0.000199265368042749+0.000334215290780098i,-0.000256362370788501+7.6472507005083e-05i,4.9330638025505e-05+-0.0012840886160123i,-1.14520213482554e-05+0.000291901626602856i,-0.000300727308434961+1.08682625579384e-05i,0.000793783644335201+0.000268091744287582i
-0.000113735012555255+-2.59793820537216e-05i,4.63226288219999e-06+-0.000332196075518947i,7.71800095386277e-05+-0.000182064849011374i,-0.000294839063724506+0.000356660735026868i,-8.58458588370979e-06+-0.000869779969804868i,2.9685254893095e-05+-0.000127828983840242i,0.000345801127606142+0.00026685816848465i,0.00091703104054474+0.000118650901090517i
9.5134189663686e-05+-0.00134547618567443i,2.99091196113203e-06+0.000311709361484517i,-0.000279083188904126+-0.000137776634994744i,-0.00217128589986081+0.000315379066055653i,-2.91831157060906e-05+4.17566222544279e-05i,-3.08174162021635e-05+-0.000138914547710334i,-0.000199061380606375+-0.000291714570963429i,0.00012095805674357+-0.000244587429398252i
