-0.000120595114050279+0.000533567222997313i,-3.71675707248848e-05+4.98652650266932e-05i,-0.00113178258922141+-0.000165486552123553i,8.24131875603111e-05+-0.000642552089295955i,-0.000118366729179254+4.96487971391486e-05i,7.50501297285836e-05+0.000344053740408846i,1.51943262390308e-05+0.000125991335324787i,4.27675971281873e-05+-0.00024115963244281i,0.000286645528781683+0.000337000561083173i,-0.000164677751264419+0.000144878977513464i,-0.00128181421279434+0.000456732223950827i,-6.13960948398458e-05+-2.9855560600691e-05i,8.13015962657478e-05+0.000129765583762213i,0.000444838241207468+-0.000294515815475583i,-0.00130215834414378+-3.49618039262003e-07i,-4.37420936056637e-05+-0.000383948003885662i
0.000264378617901591+-0.000456614545450021i,-8.82280929552196e-05+-0.000118210517262538i,0.000271239414550517+-0.000182621433916624i,6.38711094633889e-05+0.000248259676386808i,0.000140501673646934+0.000116319759663735i,2.98110264761891e-05+0.000327776334707317i,0.00109968251290767+-8.01972688775901e-05i,-6.5158759571982e-05+0.000434501598510218i,2.90024781332656e-05+0.000656497536817872i,-2.69134626855927e-05+9.2530786630231e-05i,-0.0039713240012778+2.68749070293683e-05i,-3.84243554527028e-05+-0.000519680821966534i,2.00324720384863e-05+8.07721417636495e-05i,0.000341826072288123+1.59088639187822e-06i,0.000164349640714743+-0.000129609119295972i,-5.85648894334897e-06+0.000115210277963686i
-4.01639447600062e-05+-0.000680450151113226i,-0.000122985263197666+-8.74897049190732e-05i,-0.00106263726752329+-0.000425114446960221i,0.000169429487345095+0.000394357943318107i,-9.94949750333958e-05+0.00020143209300511i,0.000390790767250749+0.000318531943002725i,-0.000414350255427437+-9.21960249168528e-05i,2.09924744336941e-05+-0.000351892758159444i,-0.000220368668967528+-0.000330615886439938i,5.90932828041324e-05+2.13413675596406e-05i,-0.00273765231136567+-0.000301949326014656i,-1.69050999901297e-05+0.000367945100976992i,-4.65773949971749e-05+-2.94314994519971e-05i,0.000355053647563203+7.59959072320359e-05i,0.000842058001312094+0.000141029853481379i,8.95540721394985e-05+0.000209382347535037i
-0.000168330125090425+0.000210426130546332i,-9.67940987867655e-05+-3.78590520169658e-05i,0.00215364154102074+0.000575134674659014i,0.000142066536815814+-0.000370551325508871i,9.2977194534499e-05+-7.6794234945775e-06i,0.000217237916846254+0.000226820272914217i,-0.00057482197825152+0.000117077776699341i,5.83626954672193e-05+7.3120472874699e-05i,8.96252259040768e-05+-0.000604787635782473i,2.23043003450622e-05+-0.000142244679840882i,-0.000969469128685247+-0.000695288476336634i,-0.000113404758506779+0.000256713517704722i,0.000119733243427474+-0.000193847758833084i,4.37079471002068e-05+0.000261488274420417i,-0.000648077875991208+3.62885877924602e-05i,-5.97907260671735e-05+-0.000349474277873907i
0.000136906518683603+0.00047965035884421i,-8.40501812701038e-06+0.00012262818932742i,0.00333025660662372+0.000435930776519181i,2.80913793088526e-05+-1.16091557024068e-05i,-3.11447408209609e-06+-0.000224888260724969i,0.000502297494161198+7.38005470705743e-05i,0.000822316251582013+-3.68495355098516e-05i,-0.000108194258937674+0.000185397910395392i,8.12007607482508e-05+0.000266180097980965i,0.000152956520334712+-0.000103103877872633i,-0.00134210780340144+0.000775929939467966i,-0.000177573641211058+-0.00039723627271393i,-0.00012612623232901+-5.77187499459992e-05i,4.07095182978773e-05+0.00028252005894522i,-0.000417694444789982+-8.66184994809743e-05i,1.77981424915224e-05+0.000262421874352026i
-3.22747307918163e-05+-0.00041640140073908i,6.89819050472549e-05+4.07665591637033e-05i,0.00222075089424136+-0.000710020046179486i,-4.77990135470373e-05+0.000490138842519192i,-3.40014384112881e-05+-8.0933631584669e-05i,0.000328224072829021+3.27878683467402e-05i,0.000363824672442753+-5.82996968971634e-05i,0.000117389060197588+-0.000309819327455505i,-0.000143149082768092+0.000354432661862087i,0.000243705393047597+-5.86264434098396e-08i,-0.000276905158121867+0.000252871454723773i,-0.000199268495434849+0.000313690003038655i,9.29671933818158e-05+9.52153260900375e-06i,-0.000117568843706707+0.000296864050236549i,0.000989835278400315+8.99245476641547e-05i,6.38615212171636e-05+-3.23705237399991e-05i
-7.96222592315838e-05+-0.00032109637066103i,0.000211728169605953+2.6310988629748e-05i,0.00208614143796757+-0.000314779291161834i,-0.000119953351432231+-0.000586178871232493i,5.75479052876355e-05+-0.000100745177629472i,0.000177815228358023+-0.000125243386880664i,-0.00118031776490412+0.00011736073544862i,-6.87777887234054e-06+0.000202992145283395i,0.000126463241098803+-0.000526108522356525i,0.000180893148282294+0.000128618299765721i,0.00182563849644592+-0.000363884827948535i,-0.000154838723786277+0.000436171757093025i,-8.07107078482423e-05+0.000130377924572779i,-0.000520330190318397+0.000389731203293345i,0.000313793911702272+2.73052569552161e-05i,-0.000127334729340189+-0.000217971573529512i
0.00017697365735733+0.000622109474853775i,0.00029223419978439+-0.000161357073641565i,0.00138906574356948+0.000225888563379414i,-8.60145001789155e-05+-7.53769232840671e-05i,-8.88154401978605e-05+0.000111401737000039i,-4.76401997855033e-05+-0.000399924580863125i,-0.000185556063310578+1.20798273188625e-05i,-4.63885441088677e-05+7.11933152658206e-05i,-2.02442606299086e-05+-0.000201282145766106i,5.43065222750315e-05+8.111999948525e-05i,0.00177506222693507+-0.000466804698204334i,-2.75660579094724e-05+-0.000636535330293508i,7.4627072818311e-05+0.00023877602586989i,-0.000123924866484129+0.000229853627470136i,-0.00132901561775893+-0.000131636661256309i,0.00011443880876304+0.000258657616884456i
-0.000112703087577064+0.000301321994997687i,0.000185094612477272+-6.12775452323774e-05i,0.000880014558389786+0.000636852180390965i,-9.60337973543021e-05+0.000384568419233772i,0.000107695181411529+0.00022787736766018i,0.00013697703706528+-0.000346933275457148i,0.00131616087610477+-0.0001397053768529i,0.000107478118006757+-0.000229100182267209i,-0.000161623323067435+0.000812682108962605i,-0.000146393310187864+-4.78091661984334e-05i,0.00357103088484319+0.00019285530837428i,-2.22023301426429e-05+0.00040371815756553i,-1.43081691538243e-05+-4.13798285297201e-06i,-0.000490872997878885+-4.55177430833134e-05i,3.81293061283039e-05+-2.88984360358774e-05i,-4.83698375148879e-05+-6.94586670786492e-05i
-9.08160807577462e-05+-0.000881573699922351i,1.97860497709789e-05+-3.3853398321269e-05i,-0.000672661165893946+-0.000156380347022247i,-0.000154184128744517+-0.000615283743993135i,-0.00010385096109007+7.49077942435113e-05i,-0.000260398903301163+-0.000216717969557761i,-0.000265548933320862+-2.66105672877085e-05i,-0.000128685407007386+0.000165858056214003i,0.000160782952242086+0.000424595639991716i,-0.000261625650455346+-0.000159136722848713i,0.00229558247759394+0.000519876086024502i,-5.75490833075219e-06+-1.35296771707832e-05i,-1.88798272489125e-05+-0.000166768048418722i,-0.000272580758127284+-8.46140874998229e-05i,0.00118027880557212+0.000135711292427158i,-3.16429012775429e-05+-0.000131633621784829i
0.000150466335138314+-0.000282076032294333i,-0.000114348875599198+0.000203717946400677i,-0.00286940325400155+-0.00047960734817912i,-0.000131277772935759+0.000261776438380217i,0.000115871392210243+3.50900256108598e-05i,-0.00051193130602531+-0.000193737855582412i,-0.00112101150248591+0.000121603918105644i,5.02117612047755e-05+3.06961426726128e-07i,1.08984950446046e-05+-0.000756672719273486i,-0.000120375189152012+-0.000146022968882203i,0.00204987617845436+-3.04292539461786e-05i,4.14551174417753e-05+-0.000428278833569284i,4.38140367151225e-05+-0.000135157531139456i,-0.000147120071258527+-0.000151212470686157i,-0.000303767828277807+-1.87923387842194e-05i,8.58925160207603e-05+0.000206829464959656i
-3.89654026896773e-05+0.000717939005451294i,-0.000144824286084352+0.000124960756762813i,-0.0024463592939993+-0.000120508025914749i,-0.000111483183477214+0.000144478864368712i,-9.31875896234452e-05+-0.000102948938081001i,-0.000171554419037157+-5.9668587886117e-05i,0.000157049949857209+-7.11901855222169e-05i,3.92352589224672e-05+-0.000181629714427373i,-0.000108869216309143+-7.55538923162419e-05i,3.67862905641282e-05+2.24896629996184e-06i,0.00137240737039081+-0.000458265674613893i,0.000181368111195893+0.000271710700570261i,-0.000119267557156174+-0.000155535715974556i,-4.29334651741532e-05+-0.000270613058284537i,-0.0011970195819513+-7.30214712674888e-05i,-9.92638761711298e-05+-0.000172197298320898i
-7.23378730625877e-05+0.000182402509133506i,-6.53350351980621e-05+0.000144015165027475i,-0.00335619079537682+0.000578191009907572i,4.06680491904072e-05+-0.000293324424022749i,6.34409174710042e-06+-0.000232241077126414i,-0.000549472951146507+0.0001157902232622i,0.00131012354005125+8.06164801749093e-06i,-0.000102776219847855+0.000329749245989727i,5.46596989608982e-05+0.000780658682730059i,8.97032496217623e-05+9.65691319862892e-05i,-0.000619137189568006+-0.000214422390959419i,0.000170984614006199+7.59997726489902e-05i,0.000139403091552255+7.07581622069534e-05i,3.12049914888899e-05+-0.00020774152723156i,5.50259304787623e-05+8.82891327939194e-05i,3.78436610709094e-06+-2.37651668118671e-06i
7.46780168439756e-05+-0.000651394218861625i,1.37388168486593e-05+-9.27191629753771e-05i,-0.00179792501851996+0.000354038108634483i,4.26498780309006e-05+-0.000110219804047575i,2.27448214692223e-05+-4.26234156324507e-06i,-0.000159385933696946+0.00014876868357335i,-0.000163518432111355+4.59950370325991e-05i,0.000118207191796009+-0.00029934794078683i,5.14102222056532e-05+0.000387518937199036i,0.000203550591422077+0.000128353338367639i,-0.00115130977348429+0.000676327429163665i,9.07227403412594e-05+-0.000510505871896742i,-0.000121678131547157+0.000132657564389521i,0.000485751179261203+-0.000137201236617194i,0.00124273762216801+-8.13984696709741e-05i,4.76224850095652e-05+0.000288364868890953i
5.06938538443258e-06+-0.000216989693480341i,9.23900651366712e-05+-4.56162246568889e-05i,-0.00119888668585784+-0.000597357019079387i,0.00019684478507287+0.000712491444874712i,-9.39770821227221e-05+9.12908071797277e-05i,-0.00010753414569922+0.000258391523778491i,-0.000882873481576182+-0.000101518310229475i,-5.07368957483616e-06+1.57622569443377e-05i,-0.000130779764351371+-0.000451096018848741i,0.000202864602846808+-2.8586233139566e-05i,-0.00237462269731814+0.000359691692581109i,9.22134838994777e-05+4.35948430130452e-05i,0.000125893536063793+0.000113507443281987i,0.000441110062232397+-0.000118757170046942i,-0.000424481596802334+3.29085332645577e-05i,-0.000120708506363037+-0.000485060660863826i
-0.000177460295477456+0.000561978079974359i,0.000246294609203179+-8.95567329343306e-05i,-0.00153130714038851+-0.000376416942740342i,0.000205047758004692+-0.000367041172767133i,0.000151032328525677+0.000148315389961768i,0.000161492427004764+0.000376191718466955i,0.000584478727378443+9.8697312618227e-05i,-8.44707876153861e-05+0.000359306213466687i,0.000101520757217123+6.18984337005886e-05i,6.41160611180942e-05+-6.05795928753057e-05i,-0.00287797889088414+-0.000489945302442078i,-9.11800367412179e-05+0.000637328107942539i,-4.05228704837238e-05+3.22751644246348e-05i,0.000373877177672427+5.5039524976424e-07i,-0.000493989892056203+6.2484942102002e-05i,0.000118357515464714+0.000379066335117961i
0.000237729183314302+3.83809306104947e-05i,0.000286712285368699+0.00012725943353369i,0.000474683187554924+0.000303782213347082i,2.80163392315371e-05+-0.000331403913100266i,-0.000133897858276702+1.22531499152663e-05i,0.000303466814760764+0.000404702747399907i,0.000285527223516703+-1.74948888433763e-06i,0.00010337106831612+-0.000521910523658785i,0.000146665619785191+0.00072981930250618i,-7.51922774386476e-05+-0.000138031261510566i,-0.00158328974556525+-0.000551815906775474i,-0.000128158556898357+-0.000543960083047622i,-1.46519795351382e-05+-0.000185113532616083i,0.000304215125701767+0.000129147138059963i,0.000637993283861123+-0.000122355929615021i,-2.30853712124769e-05+1.5985236451263e-06i
1.10343270066014e-05+-0.000742064106007709i,0.00011551826272521+9.55060479898759e-05i,0.000885490383713789+0.000581257770709703i,4.41255376218967e-06+0.000467159925485238i,0.000117869901572665+-7.11895988207604e-05i,0.000520014211732817+0.000368204629066742i,-0.000745836544098281+-0.000113982944636982i,-0.000129188933965671+0.000325842029112945i,-0.000340360986799603+0.000179144769525637i,-0.000236731797510835+5.17788134271202e-05i,-0.00292149648732105+0.000171756163610909i,-8.39310773555853e-05+-1.41128742655021e-05i,6.32811101951701e-05+-0.000102157265241658i,4.09257554742301e-05+0.00028725662947213i,0.000309674511897017+5.74812923238811e-05i,-7.56195386223384e-05+-0.000369956641523429i
-0.000314191497533818+-7.90296512844126e-05i,-0.000106921562950561+0.000102673536007887i,0.0022903368020524+-8.3549063525547e-05i,4.74550260353679e-05+-0.000183043064420845i,-6.99253222856879e-05+-0.000114441860915692i,0.000277361151122772+0.00018643822966393i,-0.00044257099515797+0.000101286345124333i,3.24253731209813e-05+7.0507264766144e-05i,0.000173435939567469+-0.000790854305616989i,-0.000299507015517339+2.64716369394608e-05i,-0.00154252638942411+0.000636556688867816i,-9.83907091256696e-05+0.000412958639865525i,-0.000113177406024438+1.67768721232891e-05i,-0.000190386335667113+0.000442786777920313i,-0.000892416273108546+9.58710238681405e-05i,9.91809676791199e-05+0.000447585353032364i
0.000295024806396176+0.00087242445595584i,-0.000218024906800794+-9.47247396315991e-05i,0.00200504063362906+-0.000701256765813887i,-3.85770565334982e-05+-0.000486050888003076i,2.25390960163572e-05+-0.000171090809633206i,0.000279822866472256+-5.85361830730606e-05i,0.00093453995842418+7.00832957357824e-05i,1.50090133422683e-05+-0.000365273802541818i,0.000164195270825993+2.13464276670065e-05i,-0.00013532726512005+0.000124919658345915i,-0.00236173523835427+1.78614635794361e-05i,-0.000190201397652779+-0.000236415457923874i,0.000113025342862309+0.000185072241764052i,-0.000264005813853779+0.000443267374651387i,-0.000467919838752536+-0.000145618548532318i,-9.11768474765254e-05+-0.000207325319223741i
