-0.000823020284201183+-0.000164705705437859i,0.00012799185319649+6.99644543445759e-05i,-0.000138829951998936+-5.4533599355163e-05i,0.000263061266836791+9.9379441599273e-05i,-0.00110726387500994+0.000177657437457212i,-0.000362514794679993+-0.000447972131032977i,8.96143400877965e-05+-0.000126912549993211i,0.000104200968818244+-8.91267946468207e-06i
0.00113836818717459+0.000126843564164387i,0.00024707622568959+-0.000511981678466392i,0.00010526214868806+-1.53113719801787e-06i,-0.000264655621757213+6.54382765733627e-05i,-0.000620406325970647+-2.53134151191211e-06i,0.000238773934117284+1.65134957605535e-06i,9.61223634193573e-05+-0.000138925900475157i,8.93595554660766e-05+-4.365895634096e-05i
0.000434761401351675+-8.87881570303015e-05i,-0.000239281168927648+-3.29018654934707e-05i,0.000398498969570193+0.000124923425348384i,0.000134466328791703+2.48431821645193e-05i,0.0010579509834779+-0.000186389685412802i,0.000133206499913477+0.000577949274931888i,-0.000116131825881822+-3.70902359048107e-05i,-0.000249293126725955+-5.91871246293195e-05i
-0.000991554416436911+-0.000353420960287697i,-7.69867806181678e-05+0.000518295142880612i,0.000253546302249563+0.000130527526391501i,0.000129111002295289+2.5201958547643e-06i,0.000328333984515532+-9.29473225737653e-05i,-0.000211613561621003+0.000136612842605434i,-0.000415516719488868+-1.48199397983423e-05i,0.000184575509953314+-7.23922964641186e-05i
-0.000312395107335055+-0.000246161162584354i,0.000221885186969478+0.000119093872651786i,-8.72075642006575e-05+9.35692973176693e-05i,-0.000196055372627756+-1.39974210627897e-05i,-0.00107144648070889+0.00036314786570157i,-2.59939720245303e-05+-0.000404609268275809i,-0.000329228748747762+0.000120913393553773i,2.23010170802634e-05+-7.16435595337816e-05i
0.00111247319651445+0.000290100208250497i,-7.40717833362111e-05+-0.000396048375710498i,-0.000169991976997086+-5.52015622419072e-10i,0.000116827343303438+-3.64123197648806e-05i,-0.000267828687768303+0.000166948239058367i,0.000225020525502882+-2.89236029134926e-05i,-7.06422335280614e-05+0.000149406001249834i,-0.000192434198934878+-4.43311138173753e-05i
0.000167199854716155+1.42311426808597e-05i,-0.000152067414668431+1.90731415004361e-05i,-0.00015057828890071+-7.4388362037078e-05i,0.000136526107982843+-7.12301208137458e-05i,0.00109977254231487+-0.000397213410267589i,-0.000212460083031491+0.00046897570607764i,0.000191655068585038+0.000138619715745311i,0.000207778934097619+-3.15442739177807e-05i
-0.000963367279651949+-0.000451949492658896i,0.000328724353432742+0.00049114613850967i,0.000127766602153995+-0.000104866351153657i,-0.000187917875849286+-9.33839347497321e-05i,0.000212976140310691+-7.55651147063128e-05i,9.04521655685956e-06+6.2686470452206e-05i,0.000346173193946709+0.000130489985303507i,5.5978079221032e-05+-1.76489353512049e-05i
-0.000215655652849717+-0.000131588360578938i,-0.000197413212978977+6.45443743926791e-05i,0.000542975953959834+-0.000131670004418021i,2.53479649813052e-05+-7.95523077561336e-05i,-0.00080982828716268+0.000337231344494819i,0.000360250476841808+-0.000274591520212248i,4.93803025343032e-05+3.87958875152416e-05i,-0.000117803489304135+3.91292278112943e-05i
0.000917010278068247+0.000252630248863874i,-0.000267942903419857+-0.000147161622806833i,0.000454907469806036+-0.000107830794173591i,7.68971783264481e-05+-4.3864632306249e-05i,-0.000211787147775545+0.000158945913694981i,-0.000327071436944602+0.000179142119744699i,-0.000406749381343027+-8.16527714667291e-05i,7.6908137357632e-05+6.15944930033179e-05i
