-0.000164212188559198+-1.31037831521641e-05i,-0.000109596440119882+-7.51696870261561e-05i,-3.47944717370329e-05+0.000142560268751498i,-2.47267766001322e-05+0.00128507071354078i,0.000189120279505549+-0.000474516780303265i,3.46431519058883e-05+-1.37598348918583e-06i,0.000160490540578651+9.35146904184416e-06i,-0.00013034072039793+-3.72419828164861e-06i,-0.000351479401595323+-0.000106536517569917i,0.000165543297287743+0.000119192019165895i,-0.000631491748372878+0.00012049623387075i,8.27759004790411e-05+2.63470567585694e-05i,3.41026802431321e-05+-0.000276123350235198i,0.000198089938252667+0.000290583471297197i,0.00109155327412125+0.000130335655595654i,0.000219286956141139+0.000446760994048239i
-0.000346586754040182+0.000126493647931056i,7.94077551865046e-05+0.000117585766337399i,-0.000544685550510344+0.000179116064031789i,-5.3268817776807e-05+8.19631751380773e-05i,-0.000275717754588751+0.000518510631394851i,6.88707691813996e-05+0.000150575609676851i,-0.00105689910464305+-7.77914505265539e-05i,-8.22135390953707e-05+-0.000398589811143241i,3.41230875833897e-05+3.36265322707185e-05i,0.000167891806328076+-7.80500609823139e-05i,9.02606083454973e-05+7.1667714743293e-05i,-5.13313943243341e-05+0.00154981407726267i,3.70017958547831e-05+-0.000255228339307784i,0.000126310744505222+-0.000250357401413833i,2.81084016148978e-05+5.36580145139912e-05i,-0.000300038752812721+-9.11669155589905e-05i
-6.17485393677031e-05+-0.000128388452284984i,0.000185294466520086+-0.000136329165971968i,0.000333659638024734+0.000231583627816781i,8.21357967399298e-05+-0.00160201892186496i,0.00016769472649855+-9.90757574933935e-05i,0.000124618623418184+-0.000237823723941415i,0.000234848927549605+-6.21100381793047e-05i,0.00030104973042082+0.000102003317977279i,0.000244569719835102+0.000127839239859353i,1.52192807282706e-05+1.30294616250355e-05i,0.0004361548661351+9.69853736920741e-05i,-7.59394318881808e-05+0.000227679730189898i,-0.000223143974053969+0.000557245701195225i,2.80633965614658e-05+0.000101318875204772i,-0.000988546863886313+-4.13846945777109e-05i,0.000181166810270206+-0.000379991031238108i
0.000153947845777562+-9.30091872913658e-05i,9.89331111047129e-05+0.000110237901218845i,0.000110077394801039+0.000220897034114761i,7.76348885070923e-05+-0.000612309453192223i,-6.08218756290108e-06+-0.000447032500261139i,8.00120459607688e-05+0.000473075658213107i,0.000885849730717249+2.76436513279518e-05i,-0.000371587270439127+0.000423936391264276i,1.81173637973052e-05+-0.000183825384813362i,-0.000169026802178108+3.44969753426239e-05i,-0.000528624659947646+5.60975604466769e-05i,7.17585066191906e-05+-0.00120611519937178i,0.000262611212489876+-0.000349781142057606i,-2.8757353962354e-05+0.00011751783257002i,0.000560938612028349+-4.00531072667008e-05i,6.27163295622677e-05+0.0001485568534579i
5.7431288435317e-05+0.000202696344071273i,-0.000102570983060709+-9.45188163515342e-05i,-0.000839894386441607+7.44811930327873e-05i,-6.84000600950152e-05+0.000759537042033528i,-0.000101563603389712+0.000387498250130844i,7.89651265169041e-05+-0.000299596850212144i,-0.000823925548788492+9.33218974135899e-06i,0.00023660943779183+-0.000258862106690067i,-0.000199995427461919+-3.24126453583499e-05i,-0.000159416010325957+-6.70797695454132e-05i,-4.22332904369192e-05+-1.33422017470019e-05i,9.63776039530527e-05+-0.000756225691171615i,-0.000221718513196672+-0.000291975480231988i,-0.000132874173494514+-0.000267294837501974i,0.00080019517894008+5.58794337076935e-05i,-0.000298019169142786+0.000459087578505948i
-0.000120246068431615+-3.31193257875644e-05i,-0.000187527064323465+9.00020818795788e-05i,0.000143423268949073+0.000211443243696571i,-9.91197700692487e-05+0.00107066816699637i,0.00025028738288254+0.000122028964936959i,6.66424833152659e-05+6.54664633127869e-05i,-0.00081463396064588+-6.3457098755673e-05i,1.36048424042571e-05+-0.000382901934409492i,-0.000175748885898069+0.000190892179998651i,2.51179211802204e-05+8.16509620043674e-05i,0.000551851190492781+-1.27183192645657e-05i,-6.12013558813036e-05+0.000405803309105786i,0.000145264839042324+0.000345580648094771i,-0.00016361904414746+0.000442065181139192i,-0.000947659070148664+2.16257001861134e-05i,0.000350567111379688+-0.000355372799347449i
-0.000178501759322416+-0.000154183929934954i,-7.12551339309328e-05+-6.72871004570102e-05i,0.000465242293804366+8.12389953693e-05i,5.26421512120688e-05+9.69556783266264e-05i,-0.000260246015613978+-0.00040237468947733i,3.56234749396545e-05+0.000373741990818785i,0.000903038007353779+-2.7086037171322e-05i,-0.000237121164171171+0.000372091093179147i,-1.78976881087921e-05+-0.000104163673537116i,0.00016144601686153+-9.84535248949625e-05i,-0.000168163720326431+-0.000158840727889083i,-0.000117308286828431+0.00118328371829052i,7.65914118989548e-05+-4.86843597749035e-05i,-9.13800994765662e-05+-0.000382125629987308i,-0.000883772678647594+-6.54888034069257e-05i,-0.000250761076338117+-0.000253177086025574i
-0.000110546319580587+0.000209036627298896i,0.000111875752221924+3.03937684910932e-05i,-0.000408911351796997+-1.91703727821981e-05i,0.000103207677551851+-0.00109900960157039i,0.000143498328796523+0.000229033761307145i,-0.000180501927872384+-0.000430074488623264i,0.000919918256844392+6.83328435140191e-05i,0.000355737757569643+0.000201814159016351i,9.34700545051711e-05+-8.4150686162097e-05i,0.000155126891227+0.000136252654457467i,-0.000182646249426757+-0.000147852237437197i,-5.66977419608413e-07+0.000390093150279997i,-0.000177631053428947+-0.000484356351414797i,3.34922675319072e-05+0.000146343544047429i,0.000769743186292342+-7.0097691122243e-05i,1.712053775529e-05+0.000336688621182738i
3.67685707295706e-05+-2.14522084764845e-05i,0.000207743521881118+9.09293350058152e-06i,9.36746243146472e-05+7.25995118884496e-05i,-2.62183223424405e-05+-0.000674237066394509i,-2.96930797051788e-05+0.000439778642994993i,-0.000254740079100957+0.000340574251997163i,-0.00068214096521683+6.3632329420332e-05i,-0.000292485980207266+-0.000351951415889122i,0.000110621399357331+0.000225614011855321i,-5.77587191035715e-05+-0.000161414610652406i,0.000339900229542067+-0.000238618948637957i,6.2354549246235e-05+-0.000799777929457936i,0.000244597340816355+0.000411910170398379i,0.000155567581841503+9.9043814129469e-05i,0.000868903025671608+5.09254276347032e-05i,0.000244845593501156+0.000207528588184i
0.000101602721787653+-0.000161489340014494i,3.23564280272964e-05+-7.3758116562721e-05i,0.00037371467736996+-2.81216077614625e-05i,-8.20885363720712e-05+0.000573389791916128i,-0.000161416243865957+-0.000501728050849641i,-0.000173689149011314+-0.0004565134829589i,-0.000697009536461193+-5.62089766458883e-05i,5.15056406786498e-05+-0.000149221872172432i,-2.77870854331329e-05+-0.000116112592736126i,-0.00017843001582856+0.000152250388992868i,-0.000350721442343736+-0.000276545079015614i,-3.81674109722439e-05+-0.000976105859392107i,-0.000177539089146899+0.00021026489202759i,0.00021406391152862+-0.000435848124576699i,-0.000718431141112743+5.47738512929302e-05i,-0.000419741283465648+-0.000445834169850727i
